"","Family","Genus","Species","Data_type","Size_sd","Size_Est","P4_sd","P4_Est","m1_sd","m1_Est"
"1490","Canidae","Cynarctoides","harlowi","Inferred_teeth",0.34,0.228,0.056,0.78,0,0.82
"79","Canidae","Cynarctoides","lemur","Inferred_teeth",0.336,0.353,0,0.833,0,0.871
"92","Canidae","Cynarctoides","luskensis","Inferred_teeth",0.341,0.382,0,0.851,0,0.878
"1491","Canidae","Cynarctoides","whistleri","Inferred_teeth",0.357,0.228,0.061,0.78,0,0.82
"168","Canidae","Cynarctus","crucidens","Inferred_teeth",0.392,0.706,0,0.948,0,1.051
"304","Canidae","Cynarctus","galushai","Inferred_teeth",0.364,1.056,0,1.092,0,1.201
"773","Canidae","Cynarctus","marylandica","Inferred_Phylogeny",0.459,1.021,0.121,1.088,0.12,1.176
"346","Canidae","Cynarctus","saxatilis","Inferred_teeth",0.369,1.131,0,1.134,0,1.222
"774","Canidae","Cynarctus","wangi","Inferred_Phylogeny",0.43,1.009,0.1,1.081,0.099,1.173
"1250","Canidae","Cynarctus","voorhiesi","Inferred_teeth",0.376,0.936,0.04,1.049,0,1.143
"326","Amphicyonidae","Cynelos","caroniavorus","Inferred_teeth",0.23,1.43,0,1.114,0,1.176
"1183","Amphicyonidae","Cynelos","crassidens","Inferred_teeth",0.241,1.594,0.05,1.167,0,1.227
"373","Amphicyonidae","Cynelos","helbingi","Inferred_teeth",0.267,1.731,0,1.17,0,1.344
"1057","Amphicyonidae","Cynelos","idoneus","Inferred_teeth",0.25,2.045,0.052,1.361,0,1.446
"442","Amphicyonidae","Cynelos","lemanensis","Inferred_teeth",0.235,1.797,0,1.255,0,1.317
"453","Amphicyonidae","Cynelos","malasi","Inferred_teeth",0.205,1.829,0,1.267,0.04,1.347
"1153","Amphicyonidae","Cynelos","rugosidens","Inferred_teeth",0.253,1.656,0.05,1.188,0,1.265
"1175","Amphicyonidae","Cynelos","schlosseri","Inferred_teeth",0.275,1.577,0.056,1.157,0,1.23
"1010","Amphicyonidae","Cynelos","sinapius","Inferred_teeth",0.261,2.282,0.055,1.456,0,1.548
"18","Herpestidae","Cynictis","penicillata","Measured",0,-0.078,0,0.672,0,0.699
"462","Canidae","Cynodesmus","martini","Inferred_teeth",0.312,1.424,0,1.283,0,1.303
"366","Canidae","Cynodesmus","thooides","Inferred_teeth",0.325,1.162,0,1.163,0,1.203
"1327","Amphicyonidae","Cynodictis","lacustris","Inferred_teeth",0.292,0.915,0.064,1.037,0,1.041
"960","Viverridae","Cynogale","bennettii","Measured",0,0.653,0.123,1.024,0.122,1.031
"1145","Canidae","Cynotherium","sardous","Inferred_teeth",0.248,1.097,0.054,1.25,0,1.282
"311","Ursidae","Cyonarctos","dessei","Inferred_teeth",0.266,1.345,0,1.1,0,1.211
"1285","Procyonidae","Cyonasua","argentina","Inferred_teeth",0.286,0.81,0.049,1.082,0,1.088
"263","Mustelidae","Cyrnaonyx","antiqua","Inferred_teeth",0.22,0.885,0,1.057,0,1.146
"1217","Amphicyonidae","Daphoenictis","tedfordi","Inferred_teeth",0.221,1.29,0.048,1.17,0,1.188
"576","Amphicyonidae","Daphoenodon","falkenbachi","Measured",0,2.137,0,1.427,0,1.484
"1129","Amphicyonidae","Daphoenodon","notionastes","Inferred_teeth",0.19,1.617,0.041,1.282,0,1.316
"538","Amphicyonidae","Daphoenodon","skinneri","Measured",0,1.602,0,1.38,0,1.415
"526","Amphicyonidae","Daphoenodon","superbus","Inferred_teeth",0.203,1.815,0,1.369,0,1.398
"354","Amphicyonidae","Daphoenus","hartshornianus","Measured",0,1.041,0,1.143,0.049,1.14
"261","Amphicyonidae","Daphoenus","lambei","Inferred_teeth",0.183,0.983,0,1.053,0,1.057
"1172","Amphicyonidae","Daphoenus","socialis","Inferred_teeth",0.287,1.369,0.066,1.22,0,1.233
"1237","Amphicyonidae","Daphoenus","transversus","Inferred_teeth",0.23,1.204,0.053,1.154,0,1.161
"1207","Amphicyonidae","Daphoenus","vetus","Measured",0,1.431,0.048,1.194,0,1.199
"88","Miacidae","Dawsonicyon","isami","Inferred_teeth",0.281,0.286,0,0.847,0,0.797
"529","Amphicyonidae","Delotrochanter","major","Inferred_teeth",0.308,1.94,0,1.371,0,1.447
"512","Amphicyonidae","Delotrochanter","oryktes","Inferred_teeth",0.31,1.892,0,1.344,0,1.433
"1115","Amphicyonidae","Delotrochanter","petersoni","Inferred_teeth",0.285,1.73,0.039,1.294,0,1.348
"320","Canidae","Desmocyon","matthewi","Inferred_teeth",0.346,1.039,0,1.108,0,1.171
"292","Canidae","Desmocyon","thomsoni","Inferred_teeth",0.347,0.959,0,1.081,0,1.132
"1221","Felidae","Diamantofelis","ferox","Inferred_teeth",0.259,1.389,0.051,1.269,0,1.182
"1243","Viverravidae","Didymictis","altidens","Inferred_teeth",0.252,0.908,0.056,1.17,0,1.155
"258","Viverravidae","Didymictis","protenus","Measured",0,0.699,0,1.052,0,1.053
"1165","Viverravidae","Didymictis","vancleavae","Inferred_teeth",0.246,1.108,0.055,1.249,0,1.242
"506","Nimravidae","Dinaelurus","crassus","Inferred_teeth",0.311,1.5,0,1.338,0.052,1.315
"590","Nimravidae","Dinailurictis","bonali","Inferred_teeth",0.293,1.752,0,1.454,0,1.411
"1186","Nimravidae","Dinictis","felina","Inferred_teeth",0.31,1.305,0.055,1.263,0,1.225
"653","Percrocutidae","Dinocrocuta","algeriensis","Inferred_teeth",0.357,1.831,0,1.609,0,1.428
"663","Percrocutidae","Dinocrocuta","gigantea","Inferred_teeth",0.336,2.138,0,1.739,0,1.556
"1043","Percrocutidae","Dinocrocuta","robusta","Inferred_teeth",0.32,1.869,0.043,1.597,0,1.47
"661","Percrocutidae","Dinocrocuta","salonicae","Inferred_teeth",0.32,1.995,0,1.653,0.043,1.521
"662","Percrocutidae","Dinocrocuta","senyureki","Inferred_teeth",0.347,2.015,0,1.704,0,1.489
"992","Ursidae","Dinocyon","thenardi","Inferred_teeth",0.356,2.374,0.06,1.521,0,1.653
"635","Felidae","Dinofelis","aronoki","Inferred_teeth",0.325,2.031,0,1.542,0,1.43
"638","Felidae","Dinofelis","barlowi","Inferred_teeth",0.335,2.048,0,1.546,0,1.439
"641","Felidae","Dinofelis","cristata","Inferred_teeth",0.335,2.056,0,1.561,0,1.431
"628","Felidae","Dinofelis","diastemata","Inferred_teeth",0.323,1.971,0,1.526,0,1.394
"1094","Felidae","Dinofelis","palaeoonca","Inferred_teeth",0.332,1.959,0.041,1.525,0,1.386
"622","Felidae","Dinofelis","petteri","Inferred_teeth",0.333,1.862,0,1.517,0,1.314
"652","Felidae","Dinofelis","piveteaui","Inferred_teeth",0.339,2.146,0,1.606,0,1.462
"1354","Mustelidae","Dinogale","siouxensis","Inferred_teeth",0.193,0.333,0.041,0.947,0,1.021
"961","Viverridae","Diplogale","hosei","Measured",0,0.114,0.126,0.88,0.126,0.888
"1126","Mustelidae","Djourabus","dabba","Inferred_teeth",0.254,1.292,0.055,1.229,0,1.32
"818","Herpestidae","Dologale","dybowskii","Measured",0,-0.456,0.097,0.638,0.096,0.608
"1572","Miacidae","Dormaalocyon","latouri","Inferred_teeth",0.279,-0.132,0.052,0.656,0,0.623
"1447","Amphicynodontidae","Drassonax","harpagops","Inferred_teeth",0.228,0.605,0.045,0.865,0,0.903
"775","Canidae","Dusicyon","australis","Measured",0,1.699,0.07,1.423,0.069,1.475
"457","Canidae","Dusicyon","avus","Measured",0,1.114,0,1.277,0,1.331
"1227","Canidae","Ectopocynus","antiquus","Inferred_teeth",0.324,1.138,0.052,1.174,0,1.173
"446","Canidae","Ectopocynus","intermedius","Inferred_teeth",0.318,1.358,0,1.26,0,1.272
"1119","Canidae","Ectopocynus","simplicidens","Inferred_teeth",0.36,1.526,0.06,1.33,0,1.343
"157","Procyonidae","Edaphocyon","lautus","Inferred_teeth",0.217,0.497,0,0.94,0.042,0.973
"934","Procyonidae","Edaphocyon","palmeri","Inferred_Phylogeny",0.29,0.444,0.088,0.916,0.09,0.951
"156","Procyonidae","Edaphocyon","pointblankensis","Inferred_teeth",0.247,0.492,0,0.937,0.05,0.97
"238","Mustelidae","Eira","barbara","Measured",0,0.592,0,1.021,0,1.037
"328","Mustelidae","Eirictis","robusta","Inferred_teeth",0.239,0.514,0,1.117,0,1.223
"1127","Mustelidae","Ekorus","ekakoran","Inferred_teeth",0.221,1.273,0.044,1.292,0,1.32
"1208","Mustelidae","Enhydra","lutris","Measured",0,1.371,0.063,1.138,0,1.199
"1234","Mustelidae","Enhydra","reevei","Inferred_teeth",0.201,1.145,0.062,1.097,0,1.164
"205","Mustelidae","Enhydrictis","ardea","Inferred_teeth",0.265,0.309,0,0.993,0,1.081
"234","Mustelidae","Enhydrictis","galictoides","Inferred_teeth",0.269,0.377,0,1.02,0,1.111
"1071","Mustelidae","Enhydriodon","afman","Inferred_teeth",0.278,1.458,0.05,1.309,0,1.42
"494","Mustelidae","Enhydriodon","dikikae","Inferred_teeth",0.273,1.507,0,1.322,0,1.447
"371","Mustelidae","Enhydriodon","falconeri","Inferred_teeth",0.277,1.109,0,1.17,0.053,1.265
"427","Mustelidae","Enhydriodon","sivalensis","Inferred_teeth",0.291,1.269,0,1.233,0.052,1.337
"1191","Mustelidae","Enhydritherium","terraenovae","Inferred_teeth",0.269,1.045,0.06,1.136,0,1.217
"527","Canidae","Enhydrocyon","basilatus","Inferred_teeth",0.33,1.628,0,1.369,0,1.389
"515","Canidae","Enhydrocyon","crassidens","Inferred_teeth",0.329,1.583,0,1.353,0,1.366
"467","Canidae","Enhydrocyon","pahinsintewakpa","Inferred_teeth",0.319,1.441,0,1.286,0,1.314
"466","Canidae","Enhydrocyon","stenocephalus","Inferred_teeth",0.315,1.424,0,1.286,0,1.301
"1291","Nimravidae","Eofelis","edwardsii","Inferred_teeth",0.292,1.003,0.039,1.151,0,1.086
"1181","Nimravidae","Eofelis","giganteus","Inferred_teeth",0.305,1.336,0.044,1.285,0,1.23
"850","Miacidae","Eogale","parydros","Inferred_Phylogeny",0.389,0.29,0.127,0.836,0.125,0.804
"549","Mustelidae","Eomellivora","fricki","Inferred_teeth",0.26,1.49,0,1.391,0,1.423
"1081","Mustelidae","Eomellivora","hungarica","Inferred_teeth",0.279,1.43,0.044,1.365,0,1.4
"877","Mustelidae","Eomellivora","NorthAmerica","Inferred_Phylogeny",0.39,1.227,0.12,1.281,0.119,1.312
"498","Mustelidae","Eomellivora","piveteaui","Inferred_teeth",0.255,1.321,0,1.328,0,1.344
"406","Mustelidae","Eomellivora","tugenensis","Inferred_teeth",0.243,1.075,0,1.215,0.038,1.251
"513","Mustelidae","Eomellivora","ursogulo","Inferred_teeth",0.264,1.381,0,1.346,0,1.377
"1083","Mustelidae","Eomellivora","wimani","Inferred_teeth",0.286,1.427,0.048,1.363,0,1.399
"613","Canidae","Epicyon","aelurodontoides","Inferred_teeth",0.398,1.93,0,1.496,0.052,1.534
"623","Canidae","Epicyon","haydeni","Inferred_teeth",0.406,1.988,0,1.518,0,1.559
"566","Canidae","Epicyon","saevus","Inferred_teeth",0.402,1.749,0,1.414,0,1.464
"878","Mustelidae","Erokomellivora","lothagamensis","Inferred_Phylogeny",0.33,0.927,0.108,1.152,0.107,1.168
"112","Viverridae","Euboictis","aliverensis","Inferred_teeth",0.236,0.322,0,0.881,0.038,0.922
"403","Canidae","Eucyon","adoxus","Inferred_teeth",0.209,1.024,0,1.207,0,1.26
"499","Canidae","Eucyon","cipio","Inferred_teeth",0.196,1.249,0,1.328,0,1.324
"391","Canidae","Eucyon","davisi","Inferred_teeth",0.261,1,0,1.196,0,1.232
"380","Canidae","Eucyon","debonisi","Inferred_teeth",0.2,0.928,0,1.18,0,1.203
"1138","Canidae","Eucyon","kuruksaiensis","Inferred_teeth",0.219,1.108,0.048,1.258,0,1.29
"1177","Canidae","Eucyon","kuta","Inferred_teeth",0.223,0.986,0.048,1.203,0,1.23
"776","Canidae","Eucyon","michauxi","Inferred_Phylogeny",0.319,1.12,0.107,1.259,0.104,1.291
"1193","Canidae","Eucyon","minor","Inferred_teeth",0.227,0.943,0.049,1.189,0,1.215
"1156","Canidae","Eucyon","monticinensis","Inferred_teeth",0.223,1.052,0.048,1.225,0,1.258
"1161","Canidae","Eucyon","odessanus","Inferred_teeth",0.226,1.012,0.049,1.215,0,1.243
"1229","Canidae","Eucyon","skinneri","Inferred_teeth",0.178,0.85,0.038,1.141,0,1.17
"1154","Canidae","Eucyon","zhoui","Inferred_teeth",0.223,1.064,0.049,1.236,0,1.265
"394","Canidae","Euoplocyon","brachygnathus","Inferred_teeth",0.364,1.235,0,1.196,0,1.249
"361","Canidae","Euoplocyon","spissidens","Inferred_teeth",0.353,1.143,0,1.152,0,1.215
"797","Eupleridae","Eupleres","goudotii","Measured",0,0.477,0.139,0.951,0.139,0.914
"798","Eupleridae","Eupleres","major","Measured",0,0.433,0.139,0.939,0.139,0.902
"805","Felidae","Felis","bieti","Measured",0,0.889,0.069,1.143,0.066,1.009
"363","Felidae","Felis","chaus","Measured",0,0.869,0,1.155,0,1.029
"1241","Felidae","Felis","christoli","Inferred_teeth",0.242,1.181,0.045,1.268,0,1.155
"1454","Felidae","Felis","lunensis","Inferred_teeth",0.191,0.545,0.045,1.03,0,0.892
"219","Felidae","Felis","margarita","Measured",0,0.402,0,1.004,0,0.881
"202","Felidae","Felis","nigripes","Measured",0,0.114,0,0.987,0,0.82
"1429","Felidae","Felis","silvestris","Measured",0,0.74,0.044,1.067,0,0.924
"1256","Felidae","Felis","teilhardi","Inferred_teeth",0.181,1.024,0.041,1.242,0,1.121
"1455","Felidae","Felis","wenzensis","Inferred_teeth",0.17,0.522,0.039,1.03,0,0.892
"1063","Mustelidae","Ferinestrix","rapax","Inferred_teeth",0.33,1.22,0.071,1.299,0,1.435
"1058","Mustelidae","Ferinestrix","vorax","Inferred_teeth",0.329,1.235,0.07,1.305,0,1.441
"1216","Ursidae","Filholictis","filholi","Inferred_teeth",0.287,1.317,0.049,1.097,0,1.19
"608","Felidae","Fortunictis","acerensis","Inferred_teeth",0.278,2.002,0,1.489,0.051,1.355
"799","Eupleridae","Fossa","fossana","Measured",0,0.176,0.138,0.866,0.139,0.83
"107","Musteloidea_not_assigned_to_family","Franconictis","vireti","Inferred_teeth",0.255,0.301,0,0.875,0,0.878
"324","Musteloidea_not_assigned_to_family","Gaillardina","transitoria","Inferred_teeth",0.285,0.889,0,1.114,0.056,1.142
"879","Mustelidae","Galictis","cuja","Measured",0,0,0.107,0.882,0.103,0.983
"880","Mustelidae","Galictis","vittata","Measured",0,0.505,0.106,1.024,0.102,1.125
"800","Eupleridae","Galidia","elegans","Measured",0,-0.097,0.138,0.789,0.139,0.753
"801","Eupleridae","Galidictis","fasciata","Measured",0,-0.26,0.138,0.743,0.139,0.707
"802","Eupleridae","Galidictis","grandidieri","Measured",0,0.146,0.138,0.858,0.139,0.821
"962","Viverridae","Genetta","abyssinica","Measured",0,0.217,0.107,0.865,0.104,0.879
"963","Viverridae","Genetta","angolensis","Measured",0,0.217,0.086,0.835,0.08,0.863
"964","Viverridae","Genetta","bourloni","Measured",0,0.243,0.086,0.843,0.08,0.87
"965","Viverridae","Genetta","cristata","Measured",0,0.398,0.093,0.895,0.089,0.92
"69","Viverridae","Genetta","genetta","Measured",0,0.255,0,0.82,0,0.881
"966","Viverridae","Genetta","johnstoni","Measured",0,0.347,0.095,0.883,0.091,0.906
"967","Viverridae","Genetta","maculata","Measured",0,0.347,0.086,0.872,0.08,0.899
"968","Viverridae","Genetta","pardina","Measured",0,0.491,0.086,0.913,0.08,0.94
"969","Viverridae","Genetta","piscivora","Measured",0,0.477,0.093,0.917,0.089,0.942
"970","Viverridae","Genetta","poensis","Measured",0,0.352,0.086,0.873,0.08,0.901
"971","Viverridae","Genetta","servalina","Measured",0,0.023,0.093,0.79,0.089,0.814
"972","Viverridae","Genetta","thierryi","Measured",0,0.146,0.108,0.845,0.104,0.858
"1470","Viverridae","Genetta","tigrina","Measured",0,0.347,0.056,0.853,0,0.875
"973","Viverridae","Genetta","victoriae","Measured",0,0.477,0.103,0.93,0.099,0.948
"404","Barbourofelidae","Ginsburgsmilus","napakensis","Inferred_teeth",0.244,1.285,0,1.214,0,1.186
"540","Amphicyonidae","Gobicyon","macrognathus","Inferred_teeth",0.333,2.089,0,1.38,0,1.436
"1027","Amphicyonidae","Gobicyon","zhegalloi","Inferred_teeth",0.291,2.244,0.046,1.439,0,1.508
"302","Amphicyonidae","Goupilictis","minor","Inferred_teeth",0.216,1.389,0,1.09,0,1.141
"851","Miacidae","Gracilocyon","rosei","Inferred_Phylogeny",0.334,-0.215,0.089,0.621,0.082,0.595
"1580","Miacidae","Gracilocyon","rundlei","Inferred_teeth",0.271,-0.283,0.044,0.593,0,0.566
"1584","Miacidae","Gracilocyon","solei","Inferred_teeth",0.288,-0.432,0.05,0.533,0,0.501
"1566","Miacidae","Gracilocyon","winkleri","Inferred_teeth",0.266,-0.094,0.043,0.67,0,0.648
"1500","Mustelidae","Grivamephitis","meini","Inferred_teeth",0.257,-0.06,0.06,0.727,0,0.813
"1545","Mustelidae","Grivamephitis","pusilla","Inferred_teeth",0.265,-0.264,0.062,0.645,0,0.724
"1133","Amphicyonidae","Guangxicyon","sinoamericanus","Inferred_teeth",0.219,1.629,0.042,1.28,0,1.314
"478","Mustelidae","Gulo","gulo","Measured",0,1.231,0,1.303,0,1.326
"78","Amphicyonidae","Gustafsonia","cognita","Inferred_teeth",0.217,0.594,0,0.833,0.042,0.876
"469","Amphicyonidae","Haplocyon","crucians","Inferred_teeth",0.309,1.692,0,1.288,0,1.322
"421","Amphicyonidae","Haplocyon","elegans","Inferred_teeth",0.312,1.541,0,1.228,0,1.256
"468","Amphicyonidae","Haplocyonoides","mordax","Inferred_teeth",0.343,1.715,0,1.288,0,1.341
"1077","Amphicyonidae","Haplocyonoides","ponticus","Inferred_teeth",0.371,1.881,0.059,1.363,0,1.407
"764","Amphicyonidae","Haplocyonoides","serbiae","Inferred_Phylogeny",0.45,1.759,0.124,1.313,0.122,1.353
"473","Amphicyonidae","Haplocyonoides","suevicus","Inferred_teeth",0.322,1.684,0,1.294,0,1.31
"488","Amphicyonidae","Haplocyonopsis","crassidens","Inferred_teeth",0.304,1.837,0,1.315,0,1.415
"765","Amphicyonidae","Harpagophagus","sanguinensis","Inferred_Phylogeny",0.339,1.699,0.11,1.239,0.112,1.277
"447","Amphicyonidae","Hecubides","euryodon","Inferred_teeth",0.262,1.856,0,1.262,0,1.299
"766","Amphicyonidae","Hecubides","minor","Inferred_Phylogeny",0.429,2.084,0.134,1.345,0.134,1.407
"948","Ursidae","Helarctos","malayanus","Measured",0,1.667,0.072,1.068,0.07,1.209
"819","Herpestidae","Helogale","hirtula","Measured",0,-0.539,0.089,0.611,0.089,0.578
"3","Herpestidae","Helogale","kitafe","Inferred_teeth",0.226,-0.53,0,0.591,0.048,0.564
"24","Herpestidae","Helogale","palaeogracilis","Inferred_teeth",0.239,-0.297,0,0.699,0,0.653
"820","Herpestidae","Helogale","parvula","Measured",0,-0.523,0.089,0.614,0.089,0.582
"1017","Ursidae","Hemicyon","barbouri","Inferred_teeth",0.354,2.078,0.057,1.402,0,1.524
"1139","Ursidae","Hemicyon","gargan","Inferred_teeth",0.306,1.534,0.04,1.182,0,1.288
"1044","Ursidae","Hemicyon","goeriachensis","Inferred_teeth",0.346,1.949,0.054,1.35,0,1.468
"1031","Ursidae","Hemicyon","mayorali","Inferred_teeth",0.324,2.018,0.047,1.378,0,1.498
"1006","Ursidae","Hemicyon","sansaniensis","Inferred_teeth",0.355,2.145,0.057,1.429,0,1.554
"490","Ursidae","Hemicyon","stehlini","Inferred_teeth",0.34,1.867,0,1.317,0,1.432
"974","Viverridae","Hemigalus","derbyanus","Measured",0,0.366,0.125,0.951,0.125,0.96
"1403","Felidae","Herpailurus","yagouaroundi","Measured",0,0.896,0.05,1.11,0,0.959
"105","Herpestidae","Herpestes","abdelalii","Inferred_teeth",0.228,0.225,0,0.87,0,0.85
"1482","Herpestidae","Herpestes","alaylaii","Inferred_teeth",0.218,0.216,0.05,0.861,0,0.836
"821","Herpestidae","Herpestes","auropunctatus","Measured",0,-0.315,0.095,0.711,0.095,0.687
"822","Herpestidae","Herpestes","brachyurus","Measured",0,0.268,0.096,0.872,0.096,0.846
"1519","Herpestidae","Herpestes","cadeoti","Inferred_teeth",0.196,0.12,0.044,0.809,0,0.778
"1575","Herpestidae","Herpestes","debilis","Inferred_teeth",0.247,-0.25,0.056,0.648,0,0.602
"1314","Herpestidae","Herpestes","dissimilis","Inferred_teeth",0.242,0.767,0.055,1.072,0,1.061
"823","Herpestidae","Herpestes","edwardsii","Measured",0,0.122,0.095,0.833,0.095,0.809
"824","Herpestidae","Herpestes","flavescens","Measured",0,-0.125,0.097,0.756,0.094,0.731
"825","Herpestidae","Herpestes","fuscus","Measured",0,0.431,0.096,0.919,0.096,0.893
"198","Herpestidae","Herpestes","ichneumon","Measured",0,0.714,0,0.982,0.056,0.955
"826","Herpestidae","Herpestes","javanicus","Measured",0,-0.125,0.095,0.764,0.095,0.74
"193","Herpestidae","Herpestes","naso","Measured",0,0.477,0,0.978,0,0.954
"827","Herpestidae","Herpestes","ochraceus","Measured",0,-0.303,0.097,0.708,0.095,0.682
"97","Herpestidae","Herpestes","palaeoserengetensis","Inferred_teeth",0.239,0.239,0,0.857,0,0.875
"103","Herpestidae","Herpestes","pulverulentus","Measured",0,-0.099,0,0.863,0,0.806
"55","Herpestidae","Herpestes","sanguineus","Measured",0,-0.26,0,0.789,0,0.736
"828","Herpestidae","Herpestes","semitorquatus","Measured",0,0.544,0.097,0.946,0.098,0.919
"829","Herpestidae","Herpestes","smithii","Measured",0,0.251,0.097,0.868,0.096,0.842
"830","Herpestidae","Herpestes","urva","Measured",0,0.27,0.097,0.869,0.098,0.842
"831","Herpestidae","Herpestes","vitticollis","Measured",0,0.411,0.097,0.913,0.096,0.887
"1462","Herpestidae","Herpestides","aegypticus","Inferred_teeth",0.257,0.368,0.058,0.912,0,0.881
"1471","Herpestidae","Herpestides","aequatorialis","Inferred_teeth",0.251,0.344,0.056,0.903,0,0.871
"1561","Herpestidae","Herpestides","afarensis","Inferred_teeth",0.316,-0.134,0.071,0.709,0,0.663
"1426","Herpestidae","Herpestides","antiquus","Inferred_teeth",0.233,0.49,0.052,0.961,0,0.934
"1407","Herpestidae","Herpestides","compactus","Inferred_teeth",0.23,0.535,0.052,0.98,0,0.954
"218","Canidae","Hesperocyon","coloradensis","Inferred_teeth",0.265,0.782,0,1.004,0,1.043
"161","Canidae","Hesperocyon","gregarius","Inferred_teeth",0.279,0.622,0,0.941,0,0.972
"431","Viverridae","Hesperoviverra","carpathorum","Inferred_teeth",0.288,0.983,0,1.238,0,1.271
"646","Felidae","Homotherium","ischyrus","Inferred_teeth",0.201,2.263,0,1.585,0,1.479
"655","Felidae","Homotherium","latidens","Inferred_teeth",0.266,2.258,0,1.614,0,1.465
"647","Felidae","Homotherium","serum","Measured",0,2.267,0,1.592,0,1.445
"1200","Mustelidae","Hoplictis","anatolicus","Inferred_teeth",0.261,0.934,0.046,1.149,0,1.207
"1215","Mustelidae","Hoplictis","florancei","Inferred_teeth",0.235,0.895,0.038,1.134,0,1.19
"1140","Mustelidae","Hoplictis","grangerensis","Inferred_teeth",0.282,1.114,0.052,1.222,0,1.286
"379","Mustelidae","Hoplictis","noueli","Inferred_teeth",0.227,1.005,0,1.179,0,1.238
"417","Nimravidae","Hoplophoneus","bidentatus","Inferred_teeth",0.285,1.253,0,1.223,0,1.221
"370","Nimravidae","Hoplophoneus","cerebralis","Inferred_teeth",0.328,1.18,0,1.167,0,1.215
"1164","Nimravidae","Hoplophoneus","mentalis","Inferred_teeth",0.283,1.351,0.04,1.285,0,1.243
"1118","Nimravidae","Hoplophoneus","occidentalis","Inferred_teeth",0.302,1.564,0.043,1.363,0,1.344
"459","Nimravidae","Hoplophoneus","primaevus","Inferred_teeth",0.295,1.296,0,1.279,0,1.204
"1143","Nimravidae","Hoplophoneus","sicarius","Inferred_teeth",0.28,1.421,0.031,1.303,0,1.283
"503","Nimravidae","Hoplophoneus","villebramarensis","Inferred_teeth",0.29,1.449,0,1.331,0,1.279
"225","Mustelidae","Howellictis","valentini","Inferred_teeth",0.22,0.562,0,1.011,0,1.004
"577","Hyanidae","Hyaena","abronia","Inferred_teeth",0.23,1.434,0,1.427,0,1.314
"602","Hyanidae","Hyaena","hyaena","Measured",0,1.502,0,1.469,0,1.31
"642","Hyanidae","Hyaenictis","almerai","Inferred_teeth",0.227,1.684,0,1.574,0,1.38
"1070","Hyanidae","Hyaenictis","graeca","Inferred_teeth",0.244,1.703,0.043,1.549,0,1.42
"1079","Hyanidae","Hyaenictis","hendeyi","Inferred_teeth",0.259,1.653,0.04,1.522,0,1.405
"554","Hyanidae","Hyaenictis","preforfex","Inferred_teeth",0.26,1.355,0,1.398,0,1.279
"588","Hyanidae","Hyaenictis","wehaietu","Inferred_teeth",0.254,1.518,0,1.45,0,1.362
"593","Hyanidae","Hyaenictitherium","hyaenoides","Inferred_teeth",0.259,1.497,0,1.455,0,1.34
"460","Hyanidae","Hyaenictitherium","minimum","Inferred_teeth",0.253,1.113,0,1.279,0,1.193
"609","Hyanidae","Hyaenictitherium","namaquensis","Inferred_teeth",0.28,1.576,0,1.49,0,1.371
"595","Hyanidae","Hyaenictitherium","parvum","Inferred_teeth",0.254,1.507,0,1.456,0,1.348
"596","Hyanidae","Hyaenictitherium","pilgrimi","Inferred_teeth",0.252,1.505,0,1.457,0.039,1.345
"562","Hyanidae","Hyaenictitherium","wongii","Inferred_teeth",0.262,1.395,0,1.407,0,1.303
"881","Mustelidae","Hydrictis","maculicollis","Measured",0,0.602,0.101,1.012,0.1,1.094
"1209","Felidae","Hyperailurictis","aeluroides","Inferred_teeth",0.296,1.319,0.053,1.246,0,1.196
"1173","Felidae","Hyperailurictis","intrepidus","Inferred_teeth",0.319,1.398,0.056,1.276,0,1.233
"1203","Felidae","Hyperailurictis","marshi","Inferred_teeth",0.312,1.341,0.06,1.257,0,1.204
"1269","Felidae","Hyperailurictis","skinneri","Inferred_teeth",0.283,1.12,0.057,1.171,0,1.104
"215","Felidae","Hyperailurictis","stouti","Inferred_teeth",0.289,0.738,0,1,0,0.954
"1190","Felidae","Hyperailurictis","validus","Inferred_teeth",0.288,1.382,0.058,1.277,0,1.217
"401","Mustelidae","Iberictis","azanzae","Inferred_teeth",0.187,0.917,0,1.204,0,1.204
"329","Mustelidae","Iberictis","buloti","Inferred_teeth",0.189,0.792,0,1.118,0,1.184
"208","Herpestidae","Ichneumia","albicauda","Measured",0,0.544,0,0.996,0.058,0.958
"1515","Herpestidae","Ichneumia","nims","Inferred_teeth",0.243,0.136,0.058,0.824,0,0.792
"25","Viverravidae","Ictidopappus","mustelinus","Inferred_teeth",0.215,-0.325,0,0.699,0,0.613
"1185","Amphicyonidae","Ictiocyon","socialis","Inferred_teeth",0.26,1.644,0.057,1.169,0,1.225
"532","Hyanidae","Ictitherium","ebu","Inferred_teeth",0.281,1.306,0,1.373,0.054,1.262
"511","Hyanidae","Ictitherium","iberium","Inferred_teeth",0.257,1.22,0,1.342,0,1.22
"557","Hyanidae","Ictitherium","intuberculatum","Inferred_teeth",0.266,1.372,0,1.4,0,1.29
"517","Hyanidae","Ictitherium","kurteni","Inferred_teeth",0.262,1.27,0,1.358,0.046,1.247
"572","Hyanidae","Ictitherium","pannonicum","Inferred_teeth",0.257,1.415,0,1.422,0,1.304
"1222","Hyanidae","Ictitherium","tauricum","Inferred_teeth",0.234,1.108,0.04,1.292,0,1.176
