occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,motility_basis,life_habit,life_habit_basis,vision,vision_basis,diet,diet_basis,reproduction,reproduction_basis,ontogeny,ontogeny_basis,ecospace_comments,composition,architecture,thickness,reinforcement,taphonomy_basis,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,image_no,formation,stratgroup,member,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,time_bins,time_contain,time_major,time_buffer,time_overlap,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified
185491,occ,,,18203,Tomarctus brevirostris,,species,52374,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Tomarctus,41246,,,,,,-104.199997,40.799999,"Cedar Creek; Horse Quarry; probably includes ""Aelurodon sp.""",Horse and Mastodon Quarry,,,US,Colorado,Weld,based on political unit,1,small collection,Pawnee Buttes,gplates,101,mid,-97.86,44.24,scotese,101,mid,-101,41.42,seton,101,mid,-100.32,40.93,US,,Pawnee Creek,,,,,PwnCr,4,,bottom to top,,,,,"upper part of formation sensu stricto, and there is a ""radioisotopic"" (Ar-Ar?) date of 14.4 Ma for an ash in the middle level of the formation: Woodburne 1996a\nthis date apparently is an average of the dates of 14.5 +/- 0.09 and 14.3 +/- 0.02 Ma (Ar/Ar) given by Dold and Prothero 2003 for the ""middle part of the section""",,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,"possibly relevant: ""Dyseohyus stirtoni"" Woodburne 1969: type, ""2 miles northwest of Mastodon Quarry... 8 miles east and 4 miles south of Grover, Weld County""\n""Barbouromeryx (Bouromeryx) pawniensis"" Frick 1937: type, ""two miles W. of Mastodon Quarry""; also from ""Section 8""",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Tomarctus,41246,,Tomarctus,,,,brevirostris,,378,Pawnee Creek,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
185492,occ,,,18203,Aelurodon asthenostylus,,species,43759,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,,,,,-104.199997,40.799999,Horse Quarry,Horse and Mastodon Quarry,,,US,Colorado,Weld,based on political unit,1,small collection,Pawnee Buttes,gplates,101,mid,-97.86,44.24,scotese,101,mid,-101,41.42,seton,101,mid,-100.32,40.93,US,,Pawnee Creek,,,,,PwnCr,4,,bottom to top,,,,,"upper part of formation sensu stricto, and there is a ""radioisotopic"" (Ar-Ar?) date of 14.4 Ma for an ash in the middle level of the formation: Woodburne 1996a\nthis date apparently is an average of the dates of 14.5 +/- 0.09 and 14.3 +/- 0.02 Ma (Ar/Ar) given by Dold and Prothero 2003 for the ""middle part of the section""",,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,"possibly relevant: ""Dyseohyus stirtoni"" Woodburne 1969: type, ""2 miles northwest of Mastodon Quarry... 8 miles east and 4 miles south of Grover, Weld County""\n""Barbouromeryx (Bouromeryx) pawniensis"" Frick 1937: type, ""two miles W. of Mastodon Quarry""; also from ""Section 8""",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,Aelurodon,,,,asthenostylus,,378,Pawnee Creek,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
185493,occ,,,18203,Carpocyon compressus,,species,43761,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Carpocyon,41199,,,,,,-104.199997,40.799999,Horse Quarry,Horse and Mastodon Quarry,,,US,Colorado,Weld,based on political unit,1,small collection,Pawnee Buttes,gplates,101,mid,-97.86,44.24,scotese,101,mid,-101,41.42,seton,101,mid,-100.32,40.93,US,,Pawnee Creek,,,,,PwnCr,4,,bottom to top,,,,,"upper part of formation sensu stricto, and there is a ""radioisotopic"" (Ar-Ar?) date of 14.4 Ma for an ash in the middle level of the formation: Woodburne 1996a\nthis date apparently is an average of the dates of 14.5 +/- 0.09 and 14.3 +/- 0.02 Ma (Ar/Ar) given by Dold and Prothero 2003 for the ""middle part of the section""",,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,"possibly relevant: ""Dyseohyus stirtoni"" Woodburne 1969: type, ""2 miles northwest of Mastodon Quarry... 8 miles east and 4 miles south of Grover, Weld County""\n""Barbouromeryx (Bouromeryx) pawniensis"" Frick 1937: type, ""two miles W. of Mastodon Quarry""; also from ""Section 8""",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Carpocyon,41199,,Carpocyon,,,,compressus,,378,Pawnee Creek,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
185503,occ,,,18205,Carpocyon compressus,,species,43761,Barstovian,,16.3,12.5,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Carpocyon,41199,,,,,,-100,42.700001,"said to be from the Devil's Gulch Member, but locality given as ""Horsethief Canyon No. 2"" (meaning No. 3?)",Horse Thief Canyon No. 3,,,US,Nebraska,Brown,based on political unit,1,,Plum Creek,gplates,101,mid,-93.24,45.91,scotese,101,mid,-96.71,43.26,seton,101,mid,-95.98,42.66,US,,Valentine,Ogallala,Devil's Gulch,bed,,ValAH,3,,bottom to top,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Carpocyon,41199,,Carpocyon,,,,compressus,,378,Valentine,Ogallala,Devil's Gulch,,not reported,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
185514,occ,,,18206,Aelurodon ferox,,species,43762,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,,,,,-103.800003,41.5,,Hottell Ranch Horse Quarry,,UNSM Bn-11,US,Nebraska,Banner,based on political unit,1,small collection,,gplates,101,mid,-97.37,44.92,scotese,101,mid,-100.58,42.12,seton,101,mid,-99.87,41.61,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,UNSM,,,,,,,replaces original list of Voorhies et al. 1987,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,Aelurodon,,,,ferox,,378,,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains",4,4,120,J. Alroy,J. Alroy,J. Head,5/15/02 0:00,3/4/13 23:48
185515,occ,,,18206,Carpocyon,,genus,41199,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Carpocyon,41199,,,,,,-103.800003,41.5,not discussed by Wang et al. 1999,Hottell Ranch Horse Quarry,,UNSM Bn-11,US,Nebraska,Banner,based on political unit,1,small collection,,gplates,101,mid,-97.37,44.92,scotese,101,mid,-100.58,42.12,seton,101,mid,-99.87,41.61,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,UNSM,,,,,,,replaces original list of Voorhies et al. 1987,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Carpocyon,41199,,Carpocyon,,,,sp.,,378,,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains",4,4,120,J. Alroy,J. Alroy,J. Head,5/15/02 0:00,3/4/13 23:48
185560,occ,5773,,18208,Borophaginae,,subfamily,83323,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,,,,,-103.800003,41.5,,Immense Journey Quarry,,UNSM Bn-118,US,Nebraska,Banner,based on political unit,1,small collection,,gplates,101,mid,-97.37,44.92,scotese,101,mid,-100.58,42.12,seton,101,mid,-99.87,41.61,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,UNSM,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,Borophaginae,,,,indet.,,378,,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
185561,occ,,,18208,Leptocyon,,genus,41218,Barstovian,,16.3,12.5,Voorhies et al.,1987,781,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-103.800003,41.5,DUPLICATE REF 781 or 3519,Immense Journey Quarry,,UNSM Bn-118,US,Nebraska,Banner,based on political unit,1,small collection,,gplates,101,mid,-97.37,44.92,scotese,101,mid,-100.58,42.12,seton,101,mid,-99.87,41.61,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,UNSM,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,sp.,,1864,,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"M. R. Voorhies, J. A. Holman, and X.-X. Xu . 1987. The Hottell Ranch rhino quarries (basal Ogallala: medial Barstovian), Banner County, Nebraska. Part I: Geologic setting, faunal lists, lower vertebrates. Contributions to Geology, University of Wyoming 25(1):55-69",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
185594,occ,,,18209,Aelurodon ferox,,species,43762,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,,,,,-98.800003,42.900002,"confirmed by Wang et al. 1999; replaces ""A. haydeni"" of Messenger and Messenger 1977",Joseph Jamber Quarry,,UNSM Bd-6,US,Nebraska,Boyd,based on political unit,1,small collection,,gplates,101,mid,-91.95,46.04,scotese,101,mid,-95.5,43.45,seton,101,mid,-94.77,42.81,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,,,UNSM,,,,,,,carnivores described by Messenger and Messenger 1977<br>i.d. of Anchitherium sp. not repeated by Voorhies 1990,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,Aelurodon,,,,ferox,,378,,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
185595,occ,5781,,18209,Carpocyon compressus,,species,43761,Barstovian,,16.3,12.5,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Carpocyon,41199,,,,,,-98.800003,42.900002,,Joseph Jamber Quarry,,UNSM Bd-6,US,Nebraska,Boyd,based on political unit,1,small collection,,gplates,101,mid,-91.95,46.04,scotese,101,mid,-95.5,43.45,seton,101,mid,-94.77,42.81,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,,,UNSM,,,,,,,carnivores described by Messenger and Messenger 1977<br>i.d. of Anchitherium sp. not repeated by Voorhies 1990,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Carpocyon,41199,,Carpocyon,,,,compressus,,378,,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
185596,occ,,,18209,Leptocyon vafer,,species,44886,Barstovian,,16.3,12.5,Voorhies,1990,3510,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,,,,,-98.800003,42.900002,,Joseph Jamber Quarry,,UNSM Bd-6,US,Nebraska,Boyd,based on political unit,1,small collection,,gplates,101,mid,-91.95,46.04,scotese,101,mid,-95.5,43.45,seton,101,mid,-94.77,42.81,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,,,UNSM,,,,,,,carnivores described by Messenger and Messenger 1977<br>i.d. of Anchitherium sp. not repeated by Voorhies 1990,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Leptocyon,41218,,Leptocyon,,,,vafer,,1864,,,,,,,,,,,,,,,Langhian,-,Langhian,"Burdigalian, Langhian, Serravallian","Burdigalian, Langhian, Serravallian",vertebrate,"M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
185617,occ,5788,,18211,Epicyon haydeni,,species,44847,Hemphillian,,9.4,4.7,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Epicyon,41212,,,,,,-101.099998,33.700001,,Janes Quarry,,,US,Texas,Crosby,based on political unit,1,small collection,,gplates,101,mid,-98.15,35.57,scotese,101,mid,-99.43,34.01,seton,101,mid,-99.34,33.63,US,,Bridwell,,basal,,,Bridw,1,,bottom to top,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Epicyon,41212,,Epicyon,,,,haydeni,,378,Bridwell,,basal,,not reported,,,,,,,,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
185627,occ,,,18213,Aelurodon taxoides,,species,43778,Miocene,,23.03,5.333,Voorhies,1990,3510,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,,,,,-100,42.700001,,Jerry Quarry,,UNSM Bw-113,US,Nebraska,Brown,based on political unit,1,small collection,,gplates,101,mid,-93.74,45.73,scotese,101,mid,-96.93,43.23,seton,101,mid,-96.28,42.65,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,UNSM,,7 specimens,,,,,NISP 7,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,Aelurodon,,,,taxoides,cf.,378,,,,,,,,,,,,,,,-,-,-,-,"Aquitanian, Burdigalian, Langhian, Serravallian, Tortonian, Messinian",vertebrate,"M. R. Voorhies. 1990. Vertebrate biostratigraphy of the Ogallala Group in Nebraska.  In T. C. Gustavson (ed.), Geologic Framework and Regional Hydrology: Upper Cenozoic Blackwater Draw and Ogallala Formations, Great Plains",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
185633,occ,,,18214,Aelurodon taxoides,,species,43778,Clarendonian,,12.5,9.4,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,,,,,-100.800003,42.799999,"""Hans Johnson Place""",Hans Johnson Quarry,,,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-95.57,45.5,scotese,101,mid,-98.16,43.26,seton,101,mid,-97.66,42.74,US,,Ash Hollow,,Merritt Dam,,,ValAH,6,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,167 F:AM specimens: Skinner and Johnson 1984,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Aelurodon,41190,,Aelurodon,,,,taxoides,,378,Ash Hollow,,Merritt Dam,,,,,,,,,,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,561,J. Alroy,J. Alroy,J. Marcot,5/15/02 0:00,5/16/24 13:08
185634,occ,,,18214,Epicyon saevus,,species,44881,Clarendonian,,12.5,9.4,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Epicyon,41212,,,,,,-100.800003,42.799999,,Hans Johnson Quarry,,,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-95.57,45.5,scotese,101,mid,-98.16,43.26,seton,101,mid,-97.66,42.74,US,,Ash Hollow,,Merritt Dam,,,ValAH,6,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,167 F:AM specimens: Skinner and Johnson 1984,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Epicyon,41212,,Epicyon,,,,saevus,,378,Ash Hollow,,Merritt Dam,,,,,,,,,,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,561,J. Alroy,J. Alroy,J. Marcot,5/15/02 0:00,5/16/24 13:08
185635,occ,,,18214,Epicyon haydeni,,species,44847,Clarendonian,,12.5,9.4,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Epicyon,41212,,,,,,-100.800003,42.799999,,Hans Johnson Quarry,,,US,Nebraska,Cherry,based on political unit,1,small collection,,gplates,101,mid,-95.57,45.5,scotese,101,mid,-98.16,43.26,seton,101,mid,-97.66,42.74,US,,Ash Hollow,,Merritt Dam,,,ValAH,6,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,167 F:AM specimens: Skinner and Johnson 1984,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Epicyon,41212,,Epicyon,,,,haydeni,,378,Ash Hollow,,Merritt Dam,,,,,,,,,,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,561,J. Alroy,J. Alroy,J. Marcot,5/15/02 0:00,5/16/24 13:08
185657,occ,,,18217,Cynarctus voorhiesi,,species,45449,Clarendonian,,12.5,9.4,Wang et al.,1999,3558,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Cynarctus,41206,,,,,,-100,42.700001,,June Quarry,,,US,Nebraska,Brown,based on political unit,1,small collection,,gplates,101,mid,-94.74,45.36,scotese,101,mid,-97.36,43.15,seton,101,mid,-96.86,42.61,US,,Valentine,,Burge,,,ValAH,4,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,some genera,,,,,,"793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Cynarctus,41206,,Cynarctus,,,,voorhiesi,,378,Valentine,,Burge,,,,,,,,,,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",vertebrate,"X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392",4,4,4,J. Alroy,J. Alroy,J. Alroy,5/15/02 0:00,12/28/09 10:40
